Source	Interaction	Target
Maff	->	Nr6a1
Maff	->	Pde1b
Maff	->	Pkib
Maff	->	Sbf2
Maff	->	Sipa1l2
Maff	->	Usp42
Maff	->	Xpr1
Xpa	->	Kcnip2
Xpa	->	Pde9a
Xpa	->	Stk32c
Xpa	->	Camk2a
Xpa	->	Dnajc7
Tcf3	->	AI182371
Tcf3	->	Baz2a
Tcf3	->	Dusp27
Tcf3	->	Elovl1
Tcf3	->	Gngt2
Tcf3	->	Hnrnpf
Tcf3	->	Pim2
Tcf3	->	Plec
Tcf3	->	Rbfox1
Tcf3	->	Rnf10
Tcf3	->	Scml4
Tcf3	->	Stab2
Tcf3	->	Ston1
Tcf3	->	Zfp319
Tcf3	->	Eif2b5
Tcf3	->	Glyctk
Tcf3	->	Hr
Tcf3	->	Psd3
Tcf3	->	Sipa1
Tcf3	->	Slitrk5
Tcf3	->	Dmrta2
Tcf3	->	Gatsl2
Tcf3	->	Gigyf2
Tcf3	->	Ptpn3
Tcf3	->	Rnf165
Tcf3	->	Fyco1
Tcf3	->	Nr6a1
Tcf3	->	Pdcd2
Tcf3	->	Polr3g
Tcf3	->	Snx19
Tcf3	->	Spg21
Tcf3	->	Tanc1
Tcf3	->	Tnfrsf21
Zfp131	->	AI182371
Zfp131	->	Pgm1
Zfp131	->	Pogz
Zfp131	->	Unc5a
Zfp131	->	Zfp503
Zfp131	->	Zfp64
Zfp131	->	Dnaja2
Zfp131	->	Prr19
Zfp760	->	4931406P16Rik
Zfp760	->	Angel2
Zfp760	->	Camk1d
Zfp760	->	Fam178b
Zfp760	->	Gpr34
Zfp760	->	Gripap1
Zfp760	->	Kidins220
Zfp760	->	Lrwd1
Zfp760	->	Nfyb
Zfp760	->	Sdc1
Zfp760	->	Setd6
Zfp760	->	Slc35f2
Zfp760	->	Tmem135
Zfp760	->	Trappc9
Zbtb14	->	C1qtnf1
Zbtb14	->	Gnb1
Zbtb14	->	Rfx3
Zbtb14	->	1110004E09Rik
Zbtb14	->	Mau2
Zbtb14	->	Auts2
Zbtb14	->	Lrrc24
Zbtb14	->	Pdhx
Irf5	->	AW011738
Irf5	->	Bbx
Irf5	->	Cd2ap
Irf5	->	Irf5
Irf5	->	Kank2
Irf5	->	Map3k8
Irf5	->	Marcksl1
Irf5	->	Plekhm3
Irf5	->	Triobp
Irf5	->	Elf4
Irf5	->	Nufip2
Irf5	->	Tlcd1
Irf5	->	Trib1
Irf5	->	Wnt5a
Irf5	->	Xbp1
Irf5	->	Zfp142
Irf5	->	Cand1
Irf5	->	Cep135
Irf5	->	Dlx1
Irf5	->	Elovl5
Irf5	->	Gdap1l1
Irf5	->	Gse1
Irf5	->	Irf5
Irf5	->	Morc1
Irf5	->	Ndrg1
Irf5	->	Rab11fip5
Cers5	->	Dmd
Cers5	->	Foxo4
Cers5	->	Gprasp2
Cers5	->	Ppp2r3c
Cers5	->	Gm12070
Cers5	->	Hmga2
Cers5	->	March8
Cers5	->	Nrg2
Cers5	->	Slc6a8
Egr4	->	Cdc6
Egr4	->	Dtl
Egr4	->	Egr4
Egr4	->	Fggy
Egr4	->	Ptger1
Zfp740	->	Arhgap25
Zfp740	->	Il12b
Zfp740	->	Itpr2
Zfp740	->	Ndrg3
Zfp740	->	Sbsn
Zfp740	->	Scml4
Zfp740	->	Sirt1
Zfp740	->	Zfp608
Zfp740	->	1700022I11Rik
Zfp740	->	Prph
Zfp740	->	Slc25a1
Irf6	->	Ankfy1
Irf6	->	Arid2
Irf6	->	Bcl7a
Irf6	->	Clasp1
Irf6	->	Parp9
Irf6	->	Pax3
Irf6	->	Gpr179
Irf6	->	Lpcat3
Irf6	->	Sos2
Zfp354c	->	Gna14
Zfp354c	->	Gpr3
Zfp354c	->	Trmt61b
Zfp354c	->	E2f7
Zfp354c	->	Far2
Zfp354c	->	Nfe2
Zfp354c	->	Rasgef1b
Zfp354c	->	Epha5
Zfp354c	->	Myo16
Zfp354c	->	Arhgef33
Zfp354c	->	Eif2b5
Zfp354c	->	Kidins220
Zfp354c	->	Prdm16
Zfp354c	->	Rgs18
Zfp354c	->	Runx1
Zfp354c	->	Syt1
Zfp235	->	Adam19
Zfp235	->	Ccng2
Zfp235	->	Cd1d2
Zfp235	->	Cd4
Zfp235	->	Dennd1c
Zfp235	->	Fgd5
Zfp235	->	Gatad2a
Zfp235	->	Gpr179
Zfp235	->	Hsd11b2
Zfp235	->	Rnf10
Zfp235	->	Tecpr1
Zfp235	->	Rybp
Atf5	->	2410018L13Rik
Atf5	->	Gas2
Atf5	->	Hepacam
Atf5	->	Rcbtb1
Atf5	->	Sgk1
Atf5	->	Tgfb2
Snai2	->	Chst1
Snai2	->	Hk3
Snai2	->	Kcnip3
Snai2	->	Snai2
Snai2	->	Tshz3
Snai2	->	B3gntl1
Snai2	->	Efnb2
Snai2	->	Prox1
Zfp661	->	Ankrd40
Zfp661	->	Fxyd2
Zfp661	->	Otos
Zfp661	->	Rpia
Zfp661	->	Sertad2
Zfp661	->	Smad1
Zfp661	->	Snora68
Zfp661	->	Tmem51
Zfp661	->	Zfp661
Zfp93	->	Ceacam16
Zfp93	->	Lrfn1
Zfp93	->	Rab3a
Zfp93	->	Rad54l
Zfp93	->	Zbtb3
Zfp93	->	Tcea2
Zfp93	->	Zfp629
Zfp93	->	Aplf
Zfp93	->	Itga6
Zfp93	->	Lbh
Zfp93	->	Lpgat1
Zfp93	->	Parp11
Zfp93	->	Serinc5
Zfp93	->	Tfg
Zfp93	->	Ube2e3
Zfp93	->	Zfp202
Zfp664	->	Acvrl1
Zfp664	->	Gpat2
Zfp664	->	Hnrnpr
Zfp664	->	Kif3c
Zfp664	->	Nfyc
Zfp664	->	Traf3ip1
Zfp664	->	Ampd1
Zfp664	->	Gas8
Zfp664	->	Mcc
Zfp664	->	Plekhh3
Zfp787	->	Cenpk
Zfp787	->	Plxna1
Zfp787	->	Spon1
Zfp787	->	Trib3
Zfp787	->	Zbtb9
Mlx	->	Mlx
Mlx	->	Nr1d1
Mlx	->	Ubap2
Mlx	->	Ucp3
Mlx	->	Ahr
Mlx	->	Aimp2
Mlx	->	Apex2
Mlx	->	Card10
Mlx	->	Lactb2
Mlx	->	Mlx
Mlx	->	Rassf1
Mlx	->	Sc5d
Mlx	->	Zfp459
Mlx	->	Awat2
Mlx	->	B3gat2
Mlx	->	Mlx
Mlx	->	Nr6a1
Mlx	->	Stag3
Mlx	->	Lrrc48
Mlx	->	Mlx
Zfp189	->	Atg4b
Zfp189	->	Fam102a
Zfp189	->	Gpx3
Zfp189	->	Rfesd
Zfp189	->	Slc12a9
Zfp189	->	Ss18
Zfp189	->	Stag1
6720489N17Rik	->	Hdc
6720489N17Rik	->	Nup35
6720489N17Rik	->	Pilrb1
6720489N17Rik	->	Lrrc4
6720489N17Rik	->	Lzts1
6720489N17Rik	->	Shoc2
6720489N17Rik	->	Suox
Pitx2	->	Cav1
Pitx2	->	Cyb5rl
Pitx2	->	D630045J12Rik
Pitx2	->	Fam160b1
Pitx2	->	Kcnip3
Pitx2	->	Mtf1
Pitx2	->	Pitx2
Pitx2	->	Samd14
Pitx2	->	Slc39a14
Pitx2	->	Slc4a8
Pitx2	->	Vash1
Pitx2	->	Zfp7
Mtf1	->	Aoc2
Mtf1	->	Ddhd1
Mtf1	->	Mtf1
Mtf1	->	Osm
Mtf1	->	Wrap53
Etv3	->	Arl15
Etv3	->	Egr1
Etv3	->	Etv3
Etv3	->	Fam32a
Etv3	->	Fkbp15
Etv3	->	Ltn1
Etv3	->	Myh10
Etv3	->	Nfs1
Etv3	->	Prrt4
Etv3	->	Rab21
Etv3	->	Rnpep
Etv3	->	Trnt1
Etv3	->	Yipf2
Spi1	->	2900005J15Rik
Spi1	->	Esr1
Spi1	->	Gm7367
Spi1	->	Myo1h
Spi1	->	Riiad1
Spi1	->	Rnase6
Spi1	->	Auts2
Spi1	->	Mtmr10
Spi1	->	Spsb1
Spi1	->	Pde1c
Dus3l	->	Arhgap27
Dus3l	->	Cuedc1
Dus3l	->	Dpep2
Dus3l	->	Gm5424
Dus3l	->	Tmem38a
Hoxb2	->	Bach1
Hoxb2	->	Copb2
Hoxb2	->	Cyth2
Hoxb2	->	Kctd6
Hoxb2	->	Mbnl3
Hoxb2	->	Nicn1
Hoxb2	->	Sv2c
Hoxb2	->	Tmem33
Hoxb2	->	Tnfaip1
Hoxb2	->	Trib1
Hoxb2	->	Trip4
Hoxb2	->	Zbtb17
Thap1	->	1810043G02Rik
Thap1	->	Aldh1a3
Thap1	->	Cuedc2
Thap1	->	Galnt2
Thap1	->	Gramd1a
Thap1	->	Gss
Thap1	->	Pde4b
Thap1	->	Pex6
Thap1	->	Prkcz
Thap1	->	Slc5a6
Thap1	->	Suv420h1
Thap1	->	Tex264
Thap1	->	Thap1
Thap1	->	Tpmt
Thap1	->	Tusc3
Thap1	->	Vprbp
Thap1	->	Zcchc11
Thap1	->	Egfl7
Thap1	->	Igsf9b
Thap1	->	Mesdc2
Thap1	->	Osgin2
Thap1	->	Prepl
Thap1	->	Thap1
Thap1	->	Uxt
Thap1	->	Eno3
Thap1	->	Kcnd3
Thap1	->	Manf
Zfp426	->	C130026I21Rik
Zfp426	->	Casp8ap2
Zfp426	->	Cubn
Zfp426	->	Fam13b
Zfp426	->	Hyou1
Zfp426	->	Kcnc3
Zfp426	->	Kctd20
Zfp426	->	Rnf168
Zfp426	->	Sp140
Mafb	->	Krt222
Mafb	->	Tnfrsf21
Mafb	->	Prkcz
Mafb	->	Rab13
Mafb	->	Stoml1
Mafb	->	App
Mafb	->	Mafb
Clock	->	Slc11a2
Clock	->	Tmem71
Clock	->	4930539E08Rik
Clock	->	Strn3
Clock	->	Yes1
Clock	->	Zfp516
Clock	->	Cct3
Clock	->	Clock
Clock	->	Crybb1
Clock	->	Cym
Clock	->	Epdr1
Clock	->	Fbxo25
Clock	->	Ppp1r1b
Clock	->	Oaf
Clock	->	Ubap2
Tfdp2	->	A930004D18Rik
Tfdp2	->	Bag6
Tfdp2	->	Cdc6
Tfdp2	->	Tfdp2
Tfdp2	->	Wdr76
Tfdp2	->	Amigo1
Tfdp2	->	Cnot10
Tfdp2	->	Tfdp2
Zfp286	->	Cadm4
Zfp286	->	Dnttip2
Zfp286	->	Gm10136
Zfp286	->	Gm5177
Zfp286	->	Hsdl2
Zfp286	->	Nipal1
Zfp286	->	Noc3l
Zfp286	->	Plaur
Zfp286	->	Trpm1
Zfp286	->	Zfp286
Nr1i3	->	Foxp3
Nr1i3	->	Ndst1
Nr1i3	->	Nr1i3
Nr1i3	->	Cops7a
Nr1i3	->	Cxxc5
Nr1i3	->	Edaradd
Nr1i3	->	Nr1i3
Nr1i3	->	Pdlim7
Nr1i3	->	Wfs1
Etv1	->	Mettl13
Etv1	->	Zbtb38
Etv1	->	Cpeb4
Etv1	->	Eri2
Etv1	->	Etv1
Etv1	->	Fam122a
Etv1	->	Gpam
Etv1	->	Mthfd1l
Arid3a	->	Ep300
Arid3a	->	Nfe2l1
Arid3a	->	Arid3a
Arid3a	->	Celf4
Arid3a	->	Chmp4c
Arid3a	->	Pak4
Arid3a	->	Patl1
Arid3a	->	Myl6b
Arid3a	->	Pgpep1
Arid3a	->	Tcf7l2
Mybl1	->	Asph
Mybl1	->	Cenpt
Mybl1	->	Egln3
Mybl1	->	Fanci
Mybl1	->	Lypd6b
Mybl1	->	March7
Mybl1	->	Mybl1
Mybl1	->	Oip5
Mybl1	->	Slc15a1
Mybl1	->	Tmem107
Mybl1	->	Zranb3
Mybl1	->	Fmr1
Mybl1	->	Mybl1
Mybl1	->	Fndc3b
Mybl1	->	Gpr34
Mybl1	->	Ift88
Mybl1	->	Mgat4b
Mybl1	->	Mybl1
Mybl1	->	Ptgfrn
Mybl2	->	Bace2
Mybl2	->	Bmp7
Mybl2	->	Cdca2
Mybl2	->	Dnajc25
Mybl2	->	Enkur
Mybl2	->	Fkbp5
Mybl2	->	Ift57
Mybl2	->	Lad1
Mybl2	->	March7
Mybl2	->	Mettl8
Mybl2	->	Notch2
Mybl2	->	Rtn1
Mybl2	->	Sall2
Mybl2	->	Spag5
Mybl2	->	Tmem177
Mybl2	->	Asf1b
Mybl2	->	Cdc6
Mybl2	->	Cenpk
Mybl2	->	Cstf1
Mybl2	->	Gfra2
Mybl2	->	Ncapd2
Mybl2	->	Rad51
Mybl2	->	Rad51ap1
Mybl2	->	Rfc3
Mybl2	->	Rrm1
Mybl2	->	Slc7a1
Mybl2	->	Suz12
Mybl2	->	Timeless
Mybl2	->	Tmem72
Mybl2	->	Cenpk
Mybl2	->	Hist1h2bb
Mybl2	->	Txndc12
Fosl1	->	1700001O22Rik
Fosl1	->	Fosl1
Fosl1	->	Rgl1
Fosl1	->	Calcb
Fosl1	->	Ercc1
Fosl1	->	Fosl1
Fosl1	->	Gja10
Fosl1	->	Gm590
Fosl1	->	Hist1h2bp
Fosl1	->	Nucks1
Fosl1	->	Slc25a45
Fosl1	->	Wipi1
Fosl1	->	Zfp292
Fosl1	->	Cdo1
Fosl1	->	Dnmt3a
Fosl1	->	Zkscan3
Zkscan3	->	2610301B20Rik
Zkscan3	->	Acrbp
Zkscan3	->	Adamts6
Zkscan3	->	Akap12
Zkscan3	->	Lyrm7
Zkscan3	->	Mis12
Zkscan3	->	Panx1
Pou5f1	->	Rere
Pou5f1	->	Stx16
Pou5f1	->	Zfp362
Pou5f1	->	2900005J15Rik
Pou5f1	->	Arid3a
Pou5f1	->	Cbx6
Pou5f1	->	Ercc6
Pou5f1	->	Iqcc
Pou5f1	->	Pwp2
Pou5f1	->	Rpp38
Pou5f1	->	Tmem120a
Pou5f1	->	Tsr2
Pou5f1	->	Txlna
Pou5f1	->	Usp10
Pou5f1	->	Zkscan3
Pou5f1	->	Pi4kb
Pou5f1	->	Setbp1
Pou5f1	->	Trib1
Pou5f1	->	Carhsp1
Pou5f1	->	Coro2a
Pou5f1	->	Dis3l
Pou5f1	->	Fmnl2
Pou5f1	->	Gm7367
Pou5f1	->	Msh6
Pou5f1	->	Srek1
Hoxb13	->	Chst15
Hoxb13	->	Clec3b
Hoxb13	->	Exosc2
Hoxb13	->	Gpr55
Hoxb13	->	Hoxb13
Hoxb13	->	Rrp12
Hoxb13	->	Sgtb
Hoxb13	->	Vac14
Hoxb13	->	Hoxb13
Hoxb13	->	Ntrk1
Hoxb13	->	Pex12
Hoxb13	->	Rras
Hoxb13	->	Tfpt
Hoxb13	->	Cbx2
Hoxb13	->	Dhx36
Hoxb13	->	Fosl1
Hoxb13	->	Hoxb13
Hoxb13	->	Hspa2
Hoxb13	->	Inpp4a
Hoxb13	->	Nlk
Hoxb13	->	Zfp280c
Pou3f1	->	1810013L24Rik
Pou3f1	->	Egr2
Pou3f1	->	Hspa2
Pou3f1	->	Pou2f1
Pou3f1	->	Stx16
Pou3f1	->	Mex3a
Pou3f1	->	Usp2
Hmga1	->	1110037F02Rik
Hmga1	->	Aldh3a1
Hmga1	->	Arl4c
Hmga1	->	Hmga1
Hmga1	->	Hmga1-rs1
Hmga1	->	Runx3
Hmga1	->	Tmem55a
Rfx3	->	Dbp
Rfx3	->	Dtnb
Rfx3	->	Rfx3
Rfx3	->	Suv420h2
Rfx3	->	Tnrc18
Rfx3	->	Zer1
Rfx3	->	Anxa7
Rfx3	->	Boc
Rfx3	->	Rfx3
Rfx3	->	Kif24
Rfx3	->	Lmtk2
Rfx3	->	P4ha2
Rfx3	->	Tceal1
Rfx3	->	Tmc3
Rfx3	->	Fxn
Rfx3	->	Oprl1
Rfx3	->	Rfx3
Rfx3	->	Gt(ROSA)26Sor
Rfx3	->	Gyltl1b
Rfx3	->	Hsph1
Rfx3	->	Rfx3
Rfx3	->	Syde1
Rfx3	->	Wipf2
Myod1	->	9030617O03Rik
Myod1	->	Gck
Myod1	->	H2-DMb2
Myod1	->	Hyal2
Myod1	->	Poc5
Myod1	->	Rfx3
Myod1	->	Rltpr
Myod1	->	Suv420h2
Myod1	->	Traf3ip1
Myod1	->	Chml
Myod1	->	Fut4
Myod1	->	Gatm
Myod1	->	Grik5
Myod1	->	Myod1
Myod1	->	Pkd1l3
Myod1	->	Zranb3
Myod1	->	Scube1
Myod1	->	Tbc1d16
Zfp729b	->	Clpb
Zfp729b	->	Kctd5
Zfp729b	->	Pdp1
Zfp729b	->	Plec
Zfp729b	->	Ppp1r9b
Zfp729b	->	Rdh5
Zfp729b	->	Tlr4
Zfp729b	->	Dsel
Zfp729b	->	Fam26e
Zfp729b	->	Gbe1
Zfp729b	->	Golga7b
Zfp729b	->	Pcgf5
Zfp729b	->	Pid1
Zfp729b	->	Rhbdf1
Zfp729b	->	Tnk2
Zfp729b	->	Comtd1
Zfp729b	->	Hmga1
Zfp729b	->	Lpp
Zfp729b	->	Otud6b
Zfp729b	->	Pth1r
Zfp729b	->	Scaf4
Zfp729b	->	Tomm40l
Zfp729b	->	Ubtf
Zfp341	->	Hmga1
Zfp341	->	Inpp4a
Zfp341	->	St3gal2
Zfp341	->	Zfp385a
Zfp341	->	Jdp2
Zfp341	->	Pcdh1
Zfp341	->	Zfp341
Gata1	->	2310035C23Rik
Gata1	->	2700029M09Rik
Gata1	->	Fgr
Gata1	->	Gata1
Gata1	->	Hey2
Gata1	->	Ppp1r10
Gata1	->	Vsig8
Gata1	->	Zdhhc13
Gata1	->	Zfp786
Gata1	->	Gata1
Gata1	->	H19
Gata1	->	Timm9
Gata1	->	Tmcc3
Gata1	->	Wipf2
Erg	->	Ang
Erg	->	Erg
Erg	->	Fam179b
Erg	->	Hn1l
Erg	->	Hoxc8
Erg	->	Nostrin
Zfp296	->	Adra1b
Zfp296	->	Stx16
Zfp296	->	Nuak2
Zfp296	->	Sfrp2
Zfp296	->	Sssca1
Zfp296	->	Ube2e2
Maz	->	Maz
Maz	->	Nf1
Maz	->	Pkmyt1
Maz	->	Maz
Maz	->	Zc3h4
Maz	->	Maz
Maz	->	S100a1
Maz	->	Camk2n2
Maz	->	Gna15
Maz	->	Nkd1
Maz	->	Sit1
Maz	->	Tbx6
Maz	->	Tmc8
Hmga1-rs1	->	Hmga1
Hmga1-rs1	->	Hmga1-rs1
Hmga1-rs1	->	Skiv2l2
Hmga1-rs1	->	Ube2v1
Hmga1-rs1	->	Hmga1
Hmga1-rs1	->	Hmga1-rs1
Hmga1-rs1	->	Zfp503
Hmga1-rs1	->	Auts2
Hmga1-rs1	->	Hmga1
Hmga1-rs1	->	Hmga1-rs1
Hmga1-rs1	->	Slco2a1
Hmga1-rs1	->	Wdr60
Zfp266	->	Bend6
Zfp266	->	Gm8580
Zfp266	->	H2-DMb1
Zfp266	->	Nampt
Zfp266	->	Nfic
Zfp266	->	Sdf2l1
Zfp266	->	Tcf3
Zfp266	->	Tmprss6
Zfp266	->	Dcun1d5
Zfp266	->	Hpcal4
Zfp266	->	Klf3
Zfp266	->	Aoah
Zfp266	->	Dhrs13
Zfp266	->	Dlg5
Zfp266	->	Has3
Zfp266	->	Kctd21
Zfp266	->	Kit
Zfp266	->	Mmp17
Zfp266	->	Mr1
Zbtb12	->	Gpaa1
Zbtb12	->	Immp2l
Zbtb12	->	Klf3
Zbtb12	->	Samd4b
Zbtb12	->	Ncor2
Zbtb12	->	Rnf43
Zbtb12	->	Samd14
Zbtb12	->	Tmem29
Zbtb12	->	Xpnpep3
Zbtb12	->	Zc3h12d
Hoxd13	->	Ctxn1
Hoxd13	->	Ralb
Hoxd13	->	Tab3
Hoxd13	->	Zfp821
Hoxd13	->	Zmym6
Hoxa10	->	Caprin2
Hoxa10	->	Cdc42bpa
Hoxa10	->	Chst2
Hoxa10	->	Cldn12
Hoxa10	->	Gca
Hoxa10	->	Hic1
Hoxa10	->	Hoxa10
Hoxa10	->	Tmem131
Elf2	->	Arih1
Elf2	->	Baiap2
Elf2	->	Ccdc73
Elf2	->	Cmah
Elf2	->	Rgp1
Elf2	->	Amz2
Elf2	->	Gnrh1
Elf2	->	Shc4
Elf2	->	Slc39a2
Elf2	->	Cdc25a
Elf2	->	Sh3bp1
Elf2	->	Smc6
Elf2	->	Akirin1
Elf2	->	Cbx5
Elf2	->	Gpatch2
Ctcfl	->	Dhx40
Ctcfl	->	Fig4
Ctcfl	->	Qsox2
Ctcfl	->	Scai
Ctcfl	->	Sh3bp1
Ctcfl	->	Uvrag
Ctcfl	->	Yars
Ctcfl	->	Zbtb2
Ctcfl	->	Armcx3
Ctcfl	->	Ctcfl
Sox10	->	Cdc14b
Sox10	->	Etv3
Sox10	->	Gkap1
Sox10	->	Gon4l
Sox10	->	Med13
Sox10	->	Rfwd2
Sox10	->	Sema6d
Sox10	->	Shf
Sox10	->	Slc24a5
Sox10	->	Sox10
Sox10	->	Tmem88
Sox10	->	Tnk2
Sox10	->	Rundc3b
Sox10	->	Slc22a17
Sox10	->	Sox10
Etv4	->	Bbs10
Etv4	->	Etv4
Etv4	->	Foxc1
Etv4	->	Gon4l
Etv4	->	Klf9
Etv4	->	Map3k1
Etv4	->	Ppid
Etv4	->	Timm10
Etv4	->	Yars
Etv4	->	Rai1
Etv4	->	Rhobtb2
Etv4	->	Zfp710
Mettl14	->	Cant1
Mettl14	->	Ift140
Mettl14	->	Rfx1
Mettl14	->	Adnp
Mettl14	->	Cand1
Mettl14	->	Nfatc2
Mettl14	->	Pnpla8
Mettl14	->	Rnf44
Mettl14	->	Hey1
Mettl14	->	Prkacb
Mettl14	->	Yrdc
Kmt2a	->	Epc2
Kmt2a	->	Frmd6
Kmt2a	->	Msl1
Kmt2a	->	Pcgf2
Kmt2a	->	Per3
Kmt2a	->	Prkacb
Kmt2a	->	Tug1
Nfatc2	->	4932438H23Rik
Nfatc2	->	Bmf
Nfatc2	->	Igbp1
Nfatc2	->	Prkacb
Nfatc2	->	Acot8
Nfatc2	->	Fn1
Nfatc2	->	Gtf2f1
Nfatc2	->	Lin7c
Nfatc2	->	Nfatc2
Nfatc2	->	Pcdhgc3
Nfatc2	->	Themis
Nfatc2	->	Trf
Nfatc2	->	Ccdc80
Nfatc2	->	Nfatc2
Nfatc2	->	Rdh11
Nfatc2	->	Taf11
Nfatc2	->	Xpo1
Nfatc2	->	Znfx1
Zfp768	->	Ctbp2
Zfp768	->	Dctd
Zfp768	->	Sgip1
Zfp768	->	Ttll3
Zfp768	->	Akt2
Zfp768	->	App
Zfp768	->	Fkbp5
Zfp768	->	Fuk
Zfp768	->	Smtn
Zfp768	->	Sorbs3
Nrf1	->	A230056P14Rik
Nrf1	->	Akt2
Nrf1	->	Chmp1b
Nrf1	->	Fbxo45
Nrf1	->	Nrf1
Nrf1	->	Ppp4r2
Nrf1	->	Slu7
Nrf1	->	Tbk1
Nrf1	->	Txlna
Nrf1	->	Zc3h14
Nrf1	->	Gsx2
Nrf1	->	Map3k2
Nrf1	->	Cep250
Nrf1	->	Eif4g3
Nrf1	->	Gdpd1
Nrf1	->	Hexim1
Nrf1	->	Kdm5d
Nrf1	->	Lrrc20
Nrf1	->	Ltk
Nrf1	->	Nfat5
Nrf1	->	Nrf1
Nrf1	->	Specc1l
Nrf1	->	Tsen15
Nrf1	->	Ube2e3
Hsf1	->	Abcg1
Hsf1	->	Akt3
Hsf1	->	App
Hsf1	->	Ascc3
Hsf1	->	Cdc40
Hsf1	->	Gpr34
Hsf1	->	Pcdhgc5
Hsf1	->	Ppp6r3
Hsf1	->	R3hdm2
Hsf1	->	Rbms1
Hsf1	->	Rngtt
Hsf1	->	Rufy1
Hsf1	->	Adck1
Hsf1	->	Agk
Hsf1	->	Cdkn1c
Hsf1	->	Fignl1
Hsf1	->	Hspa9
Hsf1	->	Padi1
Hsf1	->	St3gal6
Hsf1	->	Cdk12
Hsf1	->	Srek1
Hsf1	->	Pfkfb2
Hsf1	->	Rfx3
Hsf1	->	Sntb2
Hsf1	->	Snx33
Hsf1	->	Spry3
Hsf1	->	Trim7
Hsf1	->	Ivns1abp
Hsf1	->	Ppargc1b
Hsf1	->	Tshz3
Zbtb17	->	Cd69
Zbtb17	->	D17Wsu92e
Zbtb17	->	Gm5069
Zbtb17	->	Hp1bp3
Zbtb17	->	Lgr4
Zbtb17	->	Tab2
Zbtb17	->	Ubr7
Zbtb17	->	Zfp385a
Tfeb	->	Aldh3a1
Tfeb	->	Sema4b
Tfeb	->	Wnt10a
Tfeb	->	Commd10
Tfeb	->	Dlgap3
Tfeb	->	Maoa
Tfeb	->	Mmp17
Tfeb	->	Fabp3
Tfeb	->	Ly96
Tfeb	->	Tpp1
Tfeb	->	Hebp1
Tfeb	->	Lrrn4
Tfeb	->	Mgll
Tfeb	->	Nicn1
Tfeb	->	Vps18
Tfeb	->	Wdr26
Hes1	->	Crabp1
Hes1	->	Hes1
Hes1	->	Kbtbd7
Hes1	->	Phka2
Hes1	->	Rxra
Hes1	->	Selenbp1
Hes1	->	Sema4b
Hes1	->	Sqle
Hes1	->	Crb3
Hes1	->	Hes1
Rfx5	->	Ipo11
Rfx5	->	Tbcel
Rfx5	->	Ttc26
Rfx5	->	Arhgap30
Rfx5	->	Ppp2r1b
Rfx5	->	Scn11a
Rfx5	->	Shroom3
Rfx5	->	Cct6b
Rfx5	->	Cyp39a1
Rfx5	->	Dmtf1
Rfx5	->	Drosha
Rfx5	->	Eng
Rfx5	->	Fbxo24
Rfx5	->	Mettl13
Rfx5	->	Ncapg
Rfx5	->	Nudt2
Rfx5	->	Polr3k
Rfx5	->	Rfx5
Rfx5	->	Rps6ka5
Rfx5	->	Smarcal1
Rfx5	->	Tab3
Rfx5	->	Ubr3
Rfx5	->	Utp3
Rfx5	->	Vprbp
Rfx5	->	1810011H11Rik
Rfx5	->	Adar
Rfx5	->	Cenpi
Rfx5	->	Coro7
Rfx5	->	Pml
Rfx5	->	Podxl2
Rfx5	->	Rfx5
Rfx5	->	Rps6ka2
Rfx5	->	Tex2
Rfx5	->	Tle3
Rfx5	->	Wdr91
Rfx5	->	Zbtb9
Esrra	->	Arl15
Esrra	->	Cabp7
Esrra	->	Dhrs9
Esrra	->	Esrra
Esrra	->	Jakmip1
Esrra	->	Neil3
Esrra	->	Qprt
Esrra	->	Rad54l
Esrra	->	Tsga10
Esrra	->	Wfikkn2
Esrra	->	Abca1
Esrra	->	Adar
Esrra	->	Atp2a1
Esrra	->	Dnaja3
Esrra	->	Esrra
Esrra	->	Xkr8
Esrra	->	Esrra
Esrra	->	Huwe1
Esrra	->	Camsap1
Esrra	->	Esrra
Esrra	->	Gapdhs
Esrra	->	Id1
Esrra	->	Mprip
Esrra	->	Nos3
Esrra	->	Pank1
Esrra	->	Zfp536
Esrra	->	Zfp827
Esrra	->	Abcc5
Esrra	->	Dnajc11
Esrra	->	Esrra
Esrra	->	Ggps1
Esrra	->	Mgst3
Esrra	->	Nol6
Esrra	->	Rabep1
Nr1h3	->	Calcrl
Nr1h3	->	Il6st
Nr1h3	->	Nr1h3
Nr1h3	->	Ppm1l
Nr1h3	->	Prkab2
Nr1h3	->	Sorbs1
Nr1h3	->	Sp3
Nr1h3	->	Stx3
Nr1h3	->	Zfp943
Nr1h3	->	Dct
Nr1h3	->	Trf
Nr1h3	->	Nr1h3
Nr1h3	->	Sgk3
Zfp595	->	Abcg3
Zfp595	->	Atp2a3
Zfp595	->	Ccdc91
Zfp595	->	Cnot10
Zfp595	->	D330041H03Rik
Zfp595	->	Dcaf5
Zfp595	->	E030024N20Rik
Zfp595	->	Epor
Zfp595	->	Kpna4
Zfp595	->	Lamp2
Zfp595	->	Myom1
Zfp595	->	Pacsin3
Zfp595	->	Pck2
Zfp595	->	Plxnb1
Zfp595	->	Pmaip1
Zfp595	->	Rab12
Zfp595	->	Rbmx
Zfp595	->	Reck
Zfp595	->	Taf8
Zfp595	->	Tcp11l2
Zfp595	->	Tmem126b
Zfp595	->	Tmem41b
