Source	Interaction	Target
Sox5	->	Cd40lg
Sox5	->	Gtf3c3
Sox5	->	Map2k4
Sox5	->	Mtmr9
Sox5	->	Paqr7
Sox5	->	Rab31
Sox5	->	Sox5
Sox5	->	Atf5
Sox5	->	Cabp7
Sox5	->	Cdon
Sox5	->	Ddhd1
Sox5	->	Gm4787
Sox5	->	Pwp2
Sox5	->	Sox5
Sox5	->	Gm10863
Sox5	->	Hist1h3b
Sox5	->	Mcm8
Sox5	->	A930004D18Rik
Sox5	->	Baz2b
Sox5	->	Fmo5
Sox5	->	Gpx8
Sox5	->	Lmo4
Sox5	->	Myo9a
Sox5	->	Oma1
Sox5	->	Pard3b
Sox5	->	Slc39a13
Sox5	->	Sox11
Sox5	->	Sox5
Sox5	->	Spry1
Sox5	->	Tjap1
Sox5	->	Zfp105
Atf6b	->	Cpxm1
Atf6b	->	Dhx29
Atf6b	->	Diablo
Atf6b	->	Plekha8
Atf6b	->	Ppp1r16b
Atf6b	->	Rab8b
Atf6b	->	Sept9
Atf6b	->	Serinc4
Atf6b	->	Tbc1d7
Atf6b	->	Ythdf3
Atf6b	->	Abcf2
Atf6b	->	Gars
Atf6b	->	Psmd3
Atf6b	->	Scfd1
Atf6b	->	Atp6ap2
Atf6b	->	Dsn1
Atf6b	->	Dusp4
Atf6b	->	Trim32
Gtf3c2	->	Bbip1
Gtf3c2	->	Boc
Gtf3c2	->	Cluap1
Gtf3c2	->	Cul3
Gtf3c2	->	Dazap2
Gtf3c2	->	Ddx3y
Gtf3c2	->	Eefsec
Gtf3c2	->	Ephb3
Gtf3c2	->	Exoc7
Gtf3c2	->	Gtf3c2
Gtf3c2	->	Nktr
Gtf3c2	->	Ostc
Gtf3c2	->	Plekho2
Gtf3c2	->	Rbm14
Gtf3c2	->	Zbtb8a
Zfp775	->	Dynlt1a
Zfp775	->	Ern1
Zfp775	->	Gtf2a1
Zfp775	->	Msl2
Zfp775	->	Osbpl8
Zfp775	->	Spef2
Zfp775	->	Spopl
Zfp775	->	Thoc5
Zfp775	->	Tmod1
Zfp775	->	Zfp273
Zfp775	->	Rab8b
Zfp775	->	Tnik
Zfp775	->	Aaas
Zfp775	->	Dnajb4
Zfp775	->	Hgfac
Nfe2l2	->	Asb8
Nfe2l2	->	Matr3
Nfe2l2	->	Pgrmc1
Nfe2l2	->	Rab8b
Nfe2l2	->	Smek2
Nfe2l2	->	Whrn
Nfe2l2	->	2210010C04Rik
Nfe2l2	->	Nfe2l2
Nfe2l2	->	Pcf11
Nfe2l2	->	Il11
Nfe2l2	->	Kdm3a
Nfe2l2	->	Sema6c
Nfe2l2	->	Klhl21
Nfe2l2	->	Mbnl3
Nfe2l2	->	Nek8
Nfe2l2	->	Nfe2l2
Nfe2l2	->	Prickle1
Nfe2l2	->	Sh2d5
Nfe2l2	->	Stab1
Nfe2l2	->	Tcp11l2
Nfe2l2	->	Zfp46
Nfe2l2	->	Htatip2
Nfe2l2	->	Ing2
Nfe2l2	->	Pink1
Foxp4	->	Cxcr6
Foxp4	->	Il21
Foxp4	->	Celf4
Foxp4	->	Cyth1
Foxp4	->	Ddx26b
Foxp4	->	Dennd1a
Foxp4	->	Dok7
Foxp4	->	Dstn
Foxp4	->	Fam131b
Foxp4	->	Foxp4
Foxp4	->	Lrrc56
Foxp4	->	Slc43a2
Foxp4	->	St6gal1
Foxp4	->	Zfp36l2
Rela	->	5730422E09Rik
Rela	->	Fam120a
Rela	->	Gata3
Rela	->	Gnrh1
Rela	->	Mocs3
Rela	->	Ndufs2
Rela	->	Nsun6
Rela	->	Phf3
Rela	->	Phf5a
Rela	->	Rela
Rela	->	Stk11
Rela	->	Tnfaip3
Rela	->	Osbpl7
Rela	->	Rela
Rela	->	Tle4
Rela	->	Dnmt3b
Rela	->	Osgin1
Rela	->	Ppm1h
Rela	->	Rela
Rela	->	2210408I21Rik
Rela	->	Appbp2
Rela	->	Arhgef40
Rela	->	Arl8a
Rela	->	Ccno
Rela	->	Commd10
Rela	->	Csl
Rela	->	E2f8
Rela	->	Gm5741
Rela	->	Il7
Rela	->	Map2k3
Rela	->	Map3k8
Rela	->	Mettl17
Rela	->	Mettl5
Rela	->	Mical3
Rela	->	Mrps10
Rela	->	Pcid2
Rela	->	Pde2a
Rela	->	Plscr1
Rela	->	Pon2
Rela	->	Popdc2
Rela	->	Pten
Rela	->	Rela
Rela	->	Sf1
Rela	->	Slc50a1
Rela	->	Stk17b
Rela	->	Tprg
Rela	->	Ube2z
Rela	->	Ubl3
Rela	->	Zer1
Rela	->	Zfp524
Rela	->	Cdc25a
Rela	->	Dapp1
Rela	->	Gabpb1
Rela	->	Gsk3b
Rela	->	Igf2r
Rela	->	Kbtbd2
Rela	->	Nck1
Rela	->	Rbbp5
Rela	->	Rela
Rela	->	Ssr3
Rela	->	Zscan2
Rela	->	Atg16l2
Rela	->	Atp11c
Rela	->	Fam13b
Rela	->	Gtf2e2
Rela	->	Icam1
Rela	->	Mafk
Rela	->	Pla2g16
Rela	->	Rad52
Rela	->	Rap1b
Rela	->	Rela
Rela	->	Relb
Rela	->	Rhbdd3
Rela	->	Spata24
Rela	->	Trim12a
Atf5	->	Arid3b
Atf5	->	Gsk3b
Atf5	->	Mib1
Atf5	->	Prep
Atf5	->	Sox5
Atf5	->	Pef1
Atf5	->	Stk38l
Atf5	->	Traf4
Hsf1	->	Acaa2
Hsf1	->	Cab39
Hsf1	->	Def6
Hsf1	->	Etv6
Hsf1	->	H2-Q10
Hsf1	->	Ints2
Hsf1	->	Myadm
Hsf1	->	Pgpep1l
Hsf1	->	Rtf1
Hsf1	->	Synpo
Hsf1	->	Tesk2
Hsf1	->	Trim39
Hsf1	->	Tssk6
Hsf1	->	C1qc
Hsf1	->	Csnk2a2
Hsf1	->	Cyp11a1
Hsf1	->	Dennd3
Hsf1	->	Dtx3l
Hsf1	->	Elovl1
Hsf1	->	Gigyf1
Hsf1	->	Jak2
Hsf1	->	Msrb2
Hsf1	->	Ndnl2
Hsf1	->	Pros1
Hsf1	->	Prr14
Hsf1	->	Slc37a1
Hsf1	->	Tsr1
Hsf1	->	Dnajb1
Hsf1	->	Ubash3a
Hsf1	->	Zswim4
Usf2	->	Abcg1
Usf2	->	Iffo2
Usf2	->	Kdelr1
Usf2	->	Ssr3
Usf2	->	Egfl7
Usf2	->	Gnb2
Usf2	->	Lin52
Usf2	->	Ptafr
Usf2	->	Agtrap
Usf2	->	Amdhd1
Usf2	->	Casq1
Usf2	->	Ncoa5
Usf2	->	Rundc1
Usf2	->	S1pr1
Usf2	->	Slx4
Usf2	->	Snip1
Usf2	->	Traf4
Usf2	->	Ttc37
Usf2	->	Usf2
Usf2	->	Wls
Usf2	->	Yars
Usf2	->	Armcx2
Usf2	->	Dusp1
Usf2	->	Entpd5
Usf2	->	Max
Usf2	->	Morc2a
Usf2	->	Nrbf2
Usf2	->	Psd3
Usf2	->	Rab9
Usf2	->	Rbm15
Usf2	->	Srek1
Tbl1xr1	->	Agbl5
Tbl1xr1	->	C230035I16Rik
Tbl1xr1	->	Actb
Tbl1xr1	->	Prr12
Tbl1xr1	->	Sp100
Smad3	->	Abhd15
Smad3	->	Camta2
Smad3	->	Eps8l1
Smad3	->	Nkrf
Smad3	->	Rnf141
Smad3	->	Smad3
Smad3	->	Srp54b
Smad3	->	Wdr60
Smad3	->	Wdr95
Smad3	->	Ccdc17
Smad3	->	Med30
Smad3	->	Lin54
Smad3	->	Mitf
Smad3	->	Rassf2
Smad3	->	Rfx5
Smad3	->	Rora
Smad3	->	Smad3
Vezf1	->	Ahnak
Vezf1	->	Arhgef6
Vezf1	->	Ecel1
Vezf1	->	Fdft1
Vezf1	->	Nccrp1
Vezf1	->	Pde10a
Vezf1	->	Ppp1r1b
Vezf1	->	Ptpn4
Vezf1	->	Sec22a
Vezf1	->	Sh2d3c
Vezf1	->	Stk38
Vezf1	->	Vezf1
Nfil3	->	Ahnak
Nfil3	->	Ikzf2
Nfil3	->	Nfil3
Nfil3	->	Rps6ka1
Nfil3	->	Arid4a
Nfil3	->	Bspry
Nfil3	->	C1qtnf6
Nfil3	->	Cacna1e
Nfil3	->	Car2
Nfil3	->	Ikzf2
Nfil3	->	Lepr
Nfil3	->	Ncoa6
Nfil3	->	Nfil3
Nfil3	->	Prox2
Nfil3	->	Rpsa
Nfil3	->	Sesn3
Nfil3	->	Tbx6
Nfil3	->	Tmem71
Nfil3	->	Tnrc6a
Nfil3	->	Tusc3
Nfil3	->	Ube2f
Nfil3	->	Nfil3
Nfil3	->	Nos1
Nfil3	->	Srf
Nfil3	->	Synpo
Nfil3	->	Adnp2
Nfil3	->	Aptx
Nfil3	->	Clcn5
Nfil3	->	Dusp16
Nfil3	->	Frmd4a
Nfil3	->	Nadk
Nfil3	->	Nfil3
Nfil3	->	Ppp1r15a
Nfil3	->	Rab43
Nfil3	->	Slc16a10
Nfil3	->	Vps37b
Nfil3	->	Agk
Nfil3	->	C1galt1c1
Nfil3	->	Fn1
Nfil3	->	Fzd9
Nfil3	->	Gpr137c
Nfil3	->	Hbegf
Nfil3	->	Hrsp12
Nfil3	->	Mef2c
Nfil3	->	Nfil3
Nfil3	->	Palld
Nfil3	->	Syt2
Nfil3	->	Tgfbr1
Zfp119b	->	BC030336
Zfp119b	->	Hecw2
Zfp119b	->	Irak3
Zfp119b	->	Klf13
Zfp119b	->	Map3k8
Zfp119b	->	Pde6h
Zfp119b	->	Pla2g2d
Zfp119b	->	Pla2g4a
Zfp119b	->	Ppm1k
Zfp119b	->	Tert
Fosl2	->	1700025G04Rik
Fosl2	->	Abcb8
Fosl2	->	Avpi1
Fosl2	->	Cga
Fosl2	->	Cyp2e1
Fosl2	->	D15Ertd621e
Fosl2	->	Fosl2
Fosl2	->	H2-Oa
Fosl2	->	Lamb3
Fosl2	->	Mpp5
Fosl2	->	Mrpl22
Fosl2	->	Rpap1
Fosl2	->	Smox
Fosl2	->	Tdp1
Fosl2	->	Tram2
Fosl2	->	Zdhhc9
Fosl2	->	Dclk1
Fosl2	->	Heatr5a
Fosl2	->	Zyx
Fosl2	->	1700112E06Rik
Fosl2	->	Bach2
Fosl2	->	Fosl2
Fosl2	->	Igf1
Fosl2	->	Lancl3
Fosl2	->	Sertad2
Fosl2	->	Six4
Fosl2	->	Smarca2
Fosl2	->	Smox
Fosl2	->	Tarsl2
Fosl2	->	Tyw3
Cnot4	->	Ap1s2
Cnot4	->	Chic2
Cnot4	->	Cnot4
Cnot4	->	Foxp2
Cnot4	->	St3gal3
Cnot4	->	Tmem126b
Cnot4	->	Ctnnb1
Cnot4	->	Rock1
Cnot4	->	Rtn4rl1
Cnot4	->	Tubb2a
Cnot4	->	Asb2
Cnot4	->	Btg1
Cnot4	->	Cnot4
Cnot4	->	Fam65b
Irf1	->	B2m
Irf1	->	Trak1
Irf1	->	Btg1
Irf1	->	Ephb6
Irf1	->	Irf1
Irf1	->	Zbp1
Irf1	->	Irf1
Irf1	->	Tnip1
Irf1	->	1500009L16Rik
Irf1	->	Abhd16a
Irf1	->	Atp6v1b2
Irf1	->	Dynlt1a
Irf1	->	Glipr2
Irf1	->	Nr2c1
Irf1	->	Zfp740
Irf1	->	Cnot2
Irf1	->	Dbp
Irf1	->	Trim69
Tfe3	->	Hhat
Tfe3	->	Rgs12
Tfe3	->	Slc45a4
Tfe3	->	Adnp2
Tfe3	->	Atf1
Tfe3	->	Bloc1s3
Tfe3	->	Cacna2d4
Tfe3	->	Cdh15
Tfe3	->	E130311K13Rik
Tfe3	->	Gadd45b
Tfe3	->	Gprin3
Tfe3	->	Id2
Tfe3	->	Jup
Tfe3	->	Laptm5
Tfe3	->	Mtch1
Tfe3	->	Ppp2r5c
Tfe3	->	Prr5l
Tfe3	->	Sdhc
Tfe3	->	Slc25a47
Tfe3	->	Stx4a
Tfe3	->	Upf3b
Tfe3	->	Xist
Tfe3	->	Zcchc24
Tfe3	->	Ube2f
Tfe3	->	Usp42
Tfe3	->	Arfgef2
Tfe3	->	Btbd9
Tfe3	->	Dcaf8
Tfe3	->	Fam122a
Tfe3	->	Hp1bp3
Tfe3	->	Ptger1
Tfe3	->	Stag1
Tfe3	->	Ubap2
Deaf1	->	Deaf1
Deaf1	->	Fry
Deaf1	->	Fxyd1
Deaf1	->	Klhl21
Deaf1	->	Zfp688
Deaf1	->	Camta1
Deaf1	->	Deaf1
Deaf1	->	Psmd2
Deaf1	->	Arglu1
Deaf1	->	Deaf1
Deaf1	->	Dgkh
Deaf1	->	Gm561
Deaf1	->	Mis18bp1
Deaf1	->	Myo1e
Deaf1	->	Phka2
Deaf1	->	Tm7sf3
Deaf1	->	Top2b
Deaf1	->	Baiap2
Deaf1	->	Cul3
Deaf1	->	Deaf1
Deaf1	->	Eif4ebp2
Deaf1	->	Litaf
Deaf1	->	P4ha1
Deaf1	->	Sgms1
Deaf1	->	Tnfaip3
Deaf1	->	Yif1a
Deaf1	->	Deaf1
Deaf1	->	Prkch
Deaf1	->	AI854703
Deaf1	->	Arhgap33
Deaf1	->	Arhgef17
Deaf1	->	Deaf1
Deaf1	->	Fam193b
Deaf1	->	Fibp
Deaf1	->	Fxr1
Deaf1	->	H2-T23
Deaf1	->	Htr1d
Deaf1	->	Ppp1r9b
Deaf1	->	Pprc1
Deaf1	->	Prc1
Deaf1	->	Rnf138
Deaf1	->	Tapbp
Deaf1	->	Tmem220
Deaf1	->	Ubqln2
Deaf1	->	Zfand2b
Nfatc3	->	1700020I14Rik
Nfatc3	->	Arhgap15
Nfatc3	->	Flna
Nfatc3	->	Kpna2
Nfatc3	->	Lrmp
Nfatc3	->	Nfatc3
Nfatc3	->	Wac
Nfatc3	->	Ambra1
Nfatc3	->	Ptms
Nfatc3	->	Ptpn6
Nfatc3	->	Zeb2
Nfatc3	->	Anxa4
Nfatc3	->	Gprin3
Nfatc3	->	Tagap
AW146154	->	Apoe
AW146154	->	Dcdc2b
AW146154	->	Irf6
AW146154	->	Lin37
AW146154	->	Pex26
AW146154	->	Rlim
AW146154	->	Upf2
AW146154	->	Gls
AW146154	->	Oxgr1
AW146154	->	Pros1
AW146154	->	Arhgap21
AW146154	->	Klhl28
AW146154	->	Prkaa1
AW146154	->	Smarcd2
AW146154	->	3830406C13Rik
AW146154	->	Arid3b
AW146154	->	Cnn3
AW146154	->	Crtam
AW146154	->	Enkur
AW146154	->	Kcnq5
AW146154	->	Nhsl2
AW146154	->	Pid1
AW146154	->	Trim62
Gfi1	->	Crem
Gfi1	->	Fbxl22
Gfi1	->	Gfi1
Gfi1	->	Kdm4d
Gfi1	->	P2rx1
Gfi1	->	Phc3
Gfi1	->	Gfi1
Gfi1	->	Il16
Gfi1	->	Lmo1
Gfi1	->	Med29
Gfi1	->	Scaf8
Gfi1	->	Usp19
Gfi1	->	Akirin2
Gfi1	->	Elf3
Gfi1	->	Gfi1
Gfi1	->	Rbfox2
Gfi1	->	Rel
Gfi1	->	Yipf4
Hbp1	->	Acadsb
Hbp1	->	Cd36
Hbp1	->	Hbp1
Hbp1	->	Il7r
Hbp1	->	Magee2
Hbp1	->	Peli1
Hbp1	->	Rbm5
Hbp1	->	Bcl11b
Hbp1	->	Ctla4
Hbp1	->	Lfng
Hbp1	->	Phxr4
Hbp1	->	Txnip
Mef2a	->	Bin3
Mef2a	->	Mef2a
Mef2a	->	Nrp2
Mef2a	->	Ccnl1
Mef2a	->	Sephs2
Mef2a	->	Tcf20
Mef2a	->	Mef2a
Mef2a	->	Rcor2
Mef2a	->	Acss2
Mef2a	->	Dst
Mef2a	->	Eri3
Mef2a	->	Mef2a
Mef2a	->	Pgap3
Mef2a	->	Rnf125
Mef2a	->	Snn
Mef2a	->	Tmem184b
Mef2a	->	Zfp518a
Mef2a	->	3830406C13Rik
Mef2a	->	Hnrnpl
Mef2a	->	Mef2a
Mef2a	->	Ssfa2
Mef2a	->	Trp53i11
Mef2a	->	Hip1r
Mef2a	->	Sept6
Tfeb	->	Asna1
Tfeb	->	Cfl2
Tfeb	->	Parp8
Tfeb	->	Rragb
Tfeb	->	Tnfsf14
Tfeb	->	Atxn2l
Tfeb	->	D3Ertd751e
Tfeb	->	Fbxo10
Tfeb	->	Gm2694
Tfeb	->	Nr2c2
Tfeb	->	Nudt11
Tfeb	->	Orc4
Tfeb	->	Patl1
Tfeb	->	Ppp1r3f
Tfeb	->	Pptc7
Tfeb	->	Ubxn6
Tfeb	->	Alg14
Tfeb	->	Orai2
Rfx1	->	Ammecr1l
Rfx1	->	Aplp1
Rfx1	->	Rfx1
Rfx1	->	Angel1
Rfx1	->	Lyst
Rfx1	->	Tex9
Rfx1	->	Arhgap12
Rfx1	->	Doc2a
Rfx1	->	Efna3
Rfx1	->	Gtpbp10
Rfx1	->	Rfx1
Rfx1	->	Xpr1
Rfx1	->	Abl1
Rfx1	->	Asna1
Rfx1	->	Ebf1
Rfx1	->	Ftsj3
Rfx1	->	Il4
Rfx1	->	Klf3
Rfx1	->	Letm2
Rfx1	->	Limd1
Rfx1	->	Myadm
Rfx1	->	Nmb
Rfx1	->	Phf20
Rfx1	->	Pih1d2
Rfx1	->	Rab3b
Rfx1	->	Rnf145
Rfx1	->	Slc9a6
Rfx1	->	Srfbp1
Rfx1	->	Tmod4
Rfx1	->	Trim45
Rfx1	->	Zmym3
Mga	->	Mga
Mga	->	Ppp6c
Mga	->	Tle4
Mga	->	Btbd19
Mga	->	Clptm1
Mga	->	Irf2
Mga	->	Rhag
Mga	->	BC049715
Mga	->	Hs6st2
Mga	->	Trip12
Mybl1	->	Acer3
Mybl1	->	Adh4
Mybl1	->	Chac1
Mybl1	->	Dmwd
Mybl1	->	Emilin2
Mybl1	->	Fgd3
Mybl1	->	Hyls1
Mybl1	->	Lrrc4
Mybl1	->	Pawr
Mybl1	->	Pex16
Mybl1	->	Ranbp3
Mybl1	->	Slc35a3
Mybl1	->	Tagap
Mybl1	->	Tubgcp3
Mybl1	->	Ada
Mybl1	->	Ank3
Mybl1	->	Celf4
Mybl1	->	Gfi1
Mybl1	->	Lrrk2
Mybl1	->	Mxd3
Mybl1	->	Mybl1
Mybl1	->	Pde4a
Mybl1	->	Polr3g
Mybl1	->	Wnk4
Mybl1	->	Cdc42ep3
Mybl1	->	Dclk1
Mybl1	->	Ensa
Mybl1	->	Fli1
Mybl1	->	Fosb
Mybl1	->	Irf2
Mybl1	->	Pdha1
Mybl1	->	Plec
Mybl1	->	Ppox
Mybl1	->	Reep4
Mybl1	->	Tspan33
Mybl1	->	Ubap2
Mybl1	->	Zfp91
Mybl1	->	Tnfrsf1a
Mybl1	->	Uba6
Mybl1	->	Zfp7
Rfx3	->	Arfip1
Rfx3	->	Asna1
Rfx3	->	Dyx1c1
Rfx3	->	Irf2
Rfx3	->	Lmna
Rfx3	->	Rfx3
Rfx3	->	Apold1
Rfx3	->	Dock4
Rfx3	->	Rfx3
Rfx3	->	Zadh2
Rfx3	->	Abcc3
Rfx3	->	Armc10
Rfx3	->	Camk1d
Rfx3	->	Chpt1
Rfx3	->	Decr1
Rfx3	->	Fbxo9
Rfx3	->	Glb1l
Rfx3	->	Hnrnpul1
Rfx3	->	Rapgef4
Rfx3	->	Rfx3
Rfx3	->	Rsbn1
Rfx3	->	B9d2
Rfx3	->	Cyb561
Rfx3	->	Dpy19l1
Rfx3	->	Gatsl2
Rfx3	->	Kif9
Rfx3	->	Tmem106c
Rfx3	->	Ttf1
Clock	->	Aida
Clock	->	Ifnar2
Clock	->	Lypd6b
Clock	->	Ubap1
Clock	->	Ank3
Clock	->	Cd1d2
Clock	->	Stx16
Clock	->	Synpo
Clock	->	1110037F02Rik
Clock	->	Crim1
Clock	->	Hist1h4h
Clock	->	Itgax
Clock	->	Prdm10
Clock	->	Soat1
Clock	->	Spag9
Clock	->	Xpo5
Clock	->	Amd2
Clock	->	Rab25
Clock	->	Serpini1
Clock	->	Slc9a5
Clock	->	Asb6
Clock	->	Clock
Clock	->	Cyhr1
Clock	->	Dock8
Clock	->	Fam110a
Clock	->	Sh3pxd2b
Clock	->	Ythdc1
Ddit3	->	Ddit3
Ddit3	->	Spin1
Ddit3	->	Atxn7l1
Ddit3	->	Ddit3
Ddit3	->	Fancf
Ddit3	->	N6amt1
Ddit3	->	Phc1
Ddit3	->	Sh2d3c
Ddit3	->	Slc25a40
Ddit3	->	Adss
Ddit3	->	Alad
Ddit3	->	Caprin1
Ddit3	->	Ccdc47
Ddit3	->	Ddhd1
Ddit3	->	Ddit3
Ddit3	->	Eif4a2
Ddit3	->	Gadd45g
Ddit3	->	Man2a1
Ddit3	->	Mast3
Ddit3	->	Paqr7
Ddit3	->	Rxra
Ddit3	->	Usp9x
Ddit3	->	Zfyve1
Ddit3	->	9030617O03Rik
Ddit3	->	Cep164
Ddit3	->	Cyfip1
Ddit3	->	Ddit3
Ddit3	->	Eif4e3
Ddit3	->	Lix1
Ddit3	->	Mocos
Ddit3	->	Myb
Ddit3	->	Rnf6
Ddit3	->	Slc2a9
Ddit3	->	Vav3
Ddit3	->	AA467197
Ddit3	->	Ddit3
Ddit3	->	Eif4ebp1
Ddit3	->	Plekhh3
Ddit3	->	Stbd1
Ddit3	->	Tg
Zfp770	->	4931428F04Rik
Zfp770	->	Agpat4
Zfp770	->	Bsdc1
Zfp770	->	Cdk13
Zfp770	->	Dsp
Zfp770	->	Dst
Zfp770	->	Klc4
Zfp770	->	Mtmr6
Zfp770	->	Phf21a
Zfp770	->	Srbd1
Zfp770	->	Tfdp1
Zfp770	->	Tll1
Zfp770	->	Tpm1
Zfp770	->	Trim8
Zfp770	->	Gm5113
Zfp770	->	Gnmt
Zfp770	->	Slc25a19
Zfp770	->	Mapk1ip1l
Zfp770	->	Onecut2
Zfp770	->	Hook1
Zfp770	->	Mdm4
Zfp770	->	Ndrg1
Zfp770	->	Smyd1
Zfp770	->	Tnfsf11
Zxdc	->	1110032A03Rik
Zxdc	->	Cdc73
Zxdc	->	Cdkn1a
Zxdc	->	Dffa
Zxdc	->	Efcab5
Zxdc	->	Fam65b
Zxdc	->	Fgf18
Zxdc	->	Ipo9
Zxdc	->	Pcdhgc5
Zxdc	->	Ube4a
Zxdc	->	Ubr3
Zxdc	->	Vps13c
Zxdc	->	Zfr
Zxdc	->	Abhd6
Zxdc	->	Actr1a
Zxdc	->	Aqp11
Zxdc	->	Cenpo
Zxdc	->	Degs2
Zxdc	->	Exoc4
Zxdc	->	Myl6b
Zxdc	->	Phldb1
Zxdc	->	Pip5k1a
Zxdc	->	Rassf4
Zxdc	->	Sgpp1
Zxdc	->	Ss18l1
Zfp595	->	1700034I23Rik
Zfp595	->	Aen
Zfp595	->	Asb8
Zfp595	->	Atp6v0d1
Zfp595	->	Atxn7l1
Zfp595	->	Bag6
Zfp595	->	Creg1
Zfp595	->	D3Ertd254e
Zfp595	->	Dag1
Zfp595	->	Lrrc59
Zfp595	->	Myef2
Zfp595	->	Pax6
Zfp595	->	Prkaca
Zfp595	->	Rapgef4
Zfp595	->	Rfxank
Zfp595	->	Rgs3
Zfp595	->	Smpd1
Zfp595	->	Stk39
Zfp595	->	Tbc1d4
Zfp595	->	Tmem30b
Zfp595	->	Ube2q2
Zfp595	->	Ulk2
Zfp595	->	Vamp1
Zfp595	->	2210417A02Rik
Zfp595	->	Acrbp
Zfp595	->	Dopey2
Zfp595	->	Fastkd1
Zfp595	->	Kcnmb4
Zfp595	->	Qrich1
Zfp595	->	Vcl
Zfp595	->	Vps54
Zfp595	->	Akap1
Zfp595	->	Arid5b
Zfp595	->	Arl8a
Zfp595	->	Bcl9l
Zfp595	->	Dlg4
Zfp595	->	Gpx2
Zfp595	->	Lypd1
Zfp595	->	Slc17a9
Zfp595	->	Tgif1
Zfp595	->	Calu
Zfp595	->	Ccne2
Zfp595	->	Hivep2
Zfp595	->	Nfat5
Zfp595	->	Ptdss2
Zfp595	->	Tnfrsf23
Zfp595	->	Acsl3
Zfp595	->	Eps8l2
Zfp595	->	Ercc6
Zfp595	->	Ero1lb
Zfp595	->	Nrn1l
Zfp595	->	Rara
Zfp595	->	1700092M07Rik
Zfp595	->	1810014B01Rik
Zfp595	->	Adnp
Zfp595	->	Baiap2
Zfp595	->	Ccdc43
Zfp595	->	Cdc6
Zfp595	->	Dleu7
Zfp595	->	Edem1
Zfp595	->	Galnt6
Zfp595	->	Igfbp7
Zfp595	->	Itpr2
Zfp595	->	Klk8
Zfp595	->	Med12l
Zfp595	->	Mettl7a1
Zfp595	->	Ms4a1
Zfp595	->	Mtif3
Zfp595	->	N4bp2l1
Zfp595	->	Nin
Zfp595	->	Prr5l
Zfp595	->	Rhoq
Zfp595	->	Wipf1
Zfp595	->	Zfp27
Zfp595	->	Zfp592
Zfp595	->	Zhx2
Zfp655	->	Card10
Zfp655	->	Fam171b
Zfp655	->	Foxn3
Zfp655	->	Gpr68
Zfp655	->	Il6st
Zfp655	->	Klra5
Zfp655	->	Lats2
Zfp655	->	Lrrc8c
Zfp655	->	Mid1ip1
Zfp655	->	Nsf
Zfp655	->	Otos
Zfp655	->	Ovol2
Zfp655	->	Pknox1
Zfp655	->	Ube3b
Zfp655	->	Zbtb7a
Zfp655	->	Zfp655
Elk1	->	4931414P19Rik
Elk1	->	Apbb2
Elk1	->	Arid4a
Elk1	->	Arrdc3
Elk1	->	Cops3
Elk1	->	Crk
Elk1	->	Crtc2
Elk1	->	Echdc1
Elk1	->	Elk1
Elk1	->	Fam120b
Elk1	->	Fbxo10
Elk1	->	Hbp1
Elk1	->	Il21r
Elk1	->	Itpr2
Elk1	->	Kifc1
Elk1	->	Larp4b
Elk1	->	Ltbp2
Elk1	->	Mdm4
Elk1	->	Prmt6
Elk1	->	Rpl7
Elk1	->	Sh3kbp1
Elk1	->	Slc25a46
Elk1	->	Tpr
Elk1	->	Usp10
Elk1	->	Zfp180
Elk1	->	Atg4a
Elk1	->	Meaf6
Elk1	->	Napepld
Elk1	->	Rpa3
Elk1	->	Acvr2b
Elk1	->	Adck4
Elk1	->	Ap1ar
Elk1	->	Arhgap17
Elk1	->	BC030867
Elk1	->	Etv3
Elk1	->	Hexim1
Elk1	->	Map3k7
Elk1	->	Mrm1
Elk1	->	Msh2
Elk1	->	Plxnc1
Elk1	->	Rfwd3
Elk1	->	Sec23ip
Elk1	->	Slc16a6
Elk1	->	Smarca2
Elk1	->	Spn
Elk1	->	Zfyve26
Elk1	->	Zmiz1
Elk1	->	Cyb561d2
Elk1	->	Edem3
Elk1	->	Mgat1
Elk1	->	Tbrg4
Elk1	->	Traip
Elk1	->	Cbll1
Elk1	->	Efnb3
Elk1	->	Emilin2
Elk1	->	Fbxo42
Elk1	->	Kifc3
Elk1	->	Mios
Elk1	->	Nr4a1
Elk1	->	Otud4
Elk1	->	Rhob
Elk1	->	Trmt6
Elk1	->	Zbtb17
Elk1	->	Zfp558
Elk1	->	Fam135a
Elk1	->	Pdcd1lg2
Elk1	->	Picalm
Elk1	->	Ptpn13
Elk1	->	Rnf25
Elk1	->	Socs5
Elk1	->	Unc79
Elk1	->	Usp34
Elk1	->	1110008L16Rik
Elk1	->	Bcl11b
Elk1	->	Bex6
Elk1	->	Cln3
Elk1	->	Crebzf
Elk1	->	D15Ertd621e
Elk1	->	Dlc1
Elk1	->	Dlg4
Elk1	->	Dok3
Elk1	->	Fgf18
Elk1	->	Itgb3bp
Elk1	->	Mrps22
Elk1	->	Pde1c
Elk1	->	Phf8
Elk1	->	Rab4b
Elk1	->	Sdr42e1
Elk1	->	Sppl3
Elk1	->	Traf7
Elk1	->	Trmt5
Elk1	->	Zfp882
Gabpb1	->	Arid4a
Gabpb1	->	Cntnap2
Gabpb1	->	Ezh1
Gabpb1	->	Gabpb1
Gabpb1	->	Mea1
Gabpb1	->	Nbr1
Gabpb1	->	Numa1
Gabpb1	->	Pik3r1
